Year,Month,Day,Hour,Minute,Second,Millisecond,taskTime,state,stateNumber,stateTime,posENU.x,posENU.y,posENU.z,rpyDeg.x,rpyDeg.y,rpyDeg.z,desiredPoint.x,desiredPoint.y,desiredPoint.z,desiredYawDeg
2023,12,08,12,44,56,711,1.43051e-05,0,0,0.000138044,11.9699,16.005,0.00504989,0.802141,-0.171887,171.773,0,0,0,1.39066e-309
2023,12,08,12,44,56,711,0.000773191,0,0,0.00087595,11.9709,15.9788,0.00521581,0.859437,-0.343775,171.945,0,0,0,1.39066e-309
2023,12,08,12,44,56,732,0.0211895,0,0,0.0213132,11.9709,15.9788,0.00521581,0.859437,-0.343775,171.945,0,0,0,1.39066e-309
2023,12,08,12,44,56,751,0.0408454,0,0,0.0409365,11.9669,15.9861,0.00520639,0.859437,-0.343775,171.887,0,0,0,1.39066e-309
2023,12,08,12,44,56,771,0.0608523,0,0,0.0610001,11.9669,15.9861,0.00520639,0.859437,-0.343775,171.887,0,0,0,1.39066e-309
2023,12,08,12,44,56,791,0.080848,0,0,0.0809729,11.9669,15.9861,0.00520639,0.859437,-0.343775,171.887,0,0,0,1.39066e-309
2023,12,08,12,44,56,811,0.100852,0,0,0.100981,11.9616,15.9874,0.00518122,0.859437,-0.343775,171.887,0,0,0,1.39066e-309
2023,12,08,12,44,56,831,0.120842,0,0,0.120946,11.9616,15.9874,0.00518122,0.859437,-0.343775,171.887,0,0,0,1.39066e-309
2023,12,08,12,44,56,851,0.140849,0,0,0.141013,11.9597,15.9829,0.0051385,0.859437,-0.343775,171.887,0,0,0,1.39066e-309
2023,12,08,12,44,56,871,0.160858,0,0,0.160949,11.9597,15.9829,0.0051385,0.859437,-0.40107,171.887,0,0,0,1.39066e-309
2023,12,08,12,44,56,892,0.180845,0,0,0.181043,11.966,15.9921,0.00517401,0.859437,-0.40107,171.887,0,0,0,1.39066e-309
2023,12,08,12,44,56,911,0.200841,0,0,0.200953,11.9626,15.9838,0.00513807,0.859437,-0.40107,171.887,0,0,0,1.39066e-309
2023,12,08,12,44,56,931,0.220845,0,0,0.220938,11.9695,15.9821,0.00514536,0.859437,-0.40107,171.887,0,0,0,1.39066e-309
2023,12,08,12,44,56,951,0.240838,0,0,0.24095,11.9695,15.9821,0.00514536,0.859437,-0.40107,171.887,0,0,0,1.39066e-309
2023,12,08,12,44,56,971,0.260856,0,0,0.261051,11.9704,15.9862,0.00516441,0.859437,-0.343775,171.887,0,0,0,1.39066e-309
2023,12,08,12,44,56,991,0.280843,0,0,0.280971,11.9704,15.9862,0.00516441,0.859437,-0.343775,171.887,0,0,0,1.39066e-309
2023,12,08,12,44,57,011,0.300877,0,0,0.300979,11.9789,15.988,0.00519074,0.859437,-0.343775,171.887,0,0,0,1.39066e-309
2023,12,08,12,44,57,031,0.320841,0,0,0.320952,11.9789,15.988,0.00519074,0.859437,-0.343775,171.887,0,0,0,1.39066e-309
2023,12,08,12,44,57,051,0.340846,0,0,0.341001,11.9886,15.9815,0.0052309,0.859437,-0.343775,171.887,0,0,0,1.39066e-309
2023,12,08,12,44,57,071,0.360837,0,0,0.360921,11.9886,15.9815,0.0052309,0.859437,-0.343775,171.887,0,0,0,1.39066e-309
2023,12,08,12,44,57,091,0.380853,0,0,0.380982,11.9727,15.9841,0.00516484,0.859437,-0.343775,171.887,0,0,0,1.39066e-309
2023,12,08,12,44,57,111,0.400843,0,0,0.400917,11.9727,15.9841,0.00516484,0.859437,-0.343775,171.887,0,0,0,1.39066e-309
2023,12,08,12,44,57,131,0.420844,0,0,0.42098,11.9727,15.9841,0.00516484,0.859437,-0.343775,171.887,0,0,0,1.39066e-309
