Year,Month,Day,Hour,Minute,Second,Millisecond,taskTime,state,stateNumber,posENU.x,posENU.y,posENU.z,rpyDeg.x,rpyDeg.y,rpyDeg.z,desiredPoint.x,desiredPoint.y,desiredPoint.z,desiredYawDeg
2023,11,29,16,05,01,164,1.62125e-05,0,0,-9.69032,1.25192,-0.000182656,0,1.43239,176.013,0,0,0,1.39066e-309
2023,11,29,16,05,01,165,0.000747442,0,0,-9.70722,1.36907,-0.000200209,0,1.20321,176.013,0,0,0,1.39066e-309
2023,11,29,16,05,01,185,0.0208144,0,0,-9.70722,1.36907,-0.000200209,0,1.20321,176.013,0,0,0,1.39066e-309
2023,11,29,16,05,01,205,0.0408192,0,0,-9.70722,1.36907,-0.000200209,0,1.20321,176.013,0,0,0,1.39066e-309
2023,11,29,16,05,01,225,0.0608125,0,0,-9.69382,1.37394,-0.000191637,0,1.20321,176.013,0,0,0,1.39066e-309
2023,11,29,16,05,01,245,0.0808344,0,0,-9.69884,1.36131,-0.000194166,0,1.20321,176.013,0,0,0,1.39066e-309
2023,11,29,16,05,01,265,0.100819,0,0,-9.69884,1.36131,-0.000194166,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,285,0.120887,0,0,-9.69884,1.36131,-0.000194166,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,305,0.140888,0,0,-9.70689,1.35717,-0.000196146,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,325,0.160814,0,0,-9.70689,1.35717,-0.000196146,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,345,0.180844,0,0,-9.70289,1.36118,-0.000189925,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,365,0.200838,0,0,-9.70289,1.36118,-0.000189925,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,385,0.220836,0,0,-9.68979,1.34217,-0.000186705,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,405,0.24125,0,0,-9.68979,1.34217,-0.000186705,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,425,0.260817,0,0,-9.69363,1.3691,-0.000183195,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,445,0.280817,0,0,-9.69363,1.3691,-0.000183195,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,465,0.300814,0,0,-9.69453,1.34582,-0.000185917,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,485,0.320821,0,0,-9.69453,1.34582,-0.000185917,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,505,0.340816,0,0,-9.69453,1.34582,-0.000185917,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,525,0.360811,0,0,-9.69621,1.33374,-0.000188527,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,545,0.38081,0,0,-9.69621,1.33374,-0.000188527,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,565,0.400813,0,0,-9.69814,1.33922,-0.000185393,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,585,0.420818,0,0,-9.68769,1.32584,-0.000182863,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,605,0.440985,0,0,-9.68769,1.32584,-0.000182863,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,625,0.460813,0,0,-9.68769,1.32584,-0.000182863,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,645,0.481507,0,0,-9.69023,1.33484,-0.000187903,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,665,0.500811,0,0,-9.69023,1.33484,-0.000187903,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,685,0.52081,0,0,-9.69248,1.33609,-0.000183591,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,705,0.540811,0,0,-9.69248,1.33609,-0.000183591,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,725,0.560808,0,0,-9.69517,1.3309,-0.00019033,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,745,0.580813,0,0,-9.69517,1.3309,-0.00019033,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,765,0.600805,0,0,-9.6934,1.31539,-0.000192465,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,785,0.620811,0,0,-9.6934,1.31539,-0.000192465,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,805,0.64084,0,0,-9.6934,1.31539,-0.000192465,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,825,0.660813,0,0,-9.70469,1.30687,-0.000190606,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,845,0.680808,0,0,-9.70469,1.30687,-0.000190606,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,865,0.700807,0,0,-9.6936,1.30083,-0.000184123,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,885,0.721207,0,0,-9.69342,1.28832,-0.000178297,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,905,0.740811,0,0,-9.69342,1.28832,-0.000178297,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,925,0.761213,0,0,-9.69342,1.28832,-0.000178297,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,945,0.780814,0,0,-9.70354,1.29602,-0.000179952,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,965,0.800808,0,0,-9.70354,1.29602,-0.000179952,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,01,985,0.820813,0,0,-9.70264,1.25618,-0.000181184,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,02,005,0.84081,0,0,-9.70264,1.25618,-0.000181184,0,1.20321,175.955,0,0,0,1.39066e-309
2023,11,29,16,05,02,025,0.860812,0,0,-9.70264,1.25618,-0.000181184,0,1.20321,175.955,0,0,0,1.39066e-309
