Year,Month,Day,Hour,Minute,Second,Millisecond,taskTime,state,stateNumber,stateTime,posENU.x,posENU.y,posENU.z,rpyDeg.x,rpyDeg.y,rpyDeg.z,desiredPoint.x,desiredPoint.y,desiredPoint.z,desiredYawDeg
2023,12,08,12,01,46,832,1.38283e-05,0,0,6.77109e-05,11.7272,13.5954,0.00568718,-0.0572958,0,176.242,0,0,0,1.39066e-309
2023,12,08,12,01,46,832,0.000433445,0,0,0.000470638,11.7311,13.5886,0.00569016,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,46,852,0.0204983,0,0,0.0205936,11.7311,13.5886,0.00569016,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,46,872,0.0404909,0,0,0.0405555,11.7311,13.5886,0.00569016,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,46,892,0.0605047,0,0,0.0605989,11.7256,13.5923,0.00567619,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,46,912,0.0804951,0,0,0.0805688,11.7256,13.5923,0.00567619,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,46,932,0.100501,0,0,0.100591,11.7256,13.5834,0.0056616,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,46,952,0.120493,0,0,0.120569,11.7256,13.5834,0.0056616,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,46,972,0.140502,0,0,0.140588,11.7644,13.5582,0.00557763,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,46,992,0.160493,0,0,0.160554,11.7593,13.5722,0.00561636,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,012,0.1805,0,0,0.18057,11.7493,13.5773,0.0055956,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,032,0.200493,0,0,0.200569,11.7493,13.5773,0.0055956,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,053,0.220751,0,0,0.220828,11.7502,13.5775,0.00561568,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,072,0.240491,0,0,0.240548,11.7502,13.5775,0.00561568,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,092,0.260498,0,0,0.260585,11.7502,13.5775,0.00561568,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,112,0.280494,0,0,0.280571,11.7421,13.58,0.00567122,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,132,0.300503,0,0,0.300587,11.7421,13.58,0.00567122,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,152,0.320492,0,0,0.320553,11.7413,13.5926,0.00576883,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,172,0.340494,0,0,0.340581,11.7413,13.5926,0.00576883,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,192,0.360495,0,0,0.360553,11.7978,13.5656,0.00558111,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,212,0.380498,0,0,0.380595,11.7922,13.5749,0.0055998,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,232,0.400492,0,0,0.400559,11.7853,13.5802,0.00561572,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,252,0.4205,0,0,0.420591,11.7853,13.5802,0.00561572,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,272,0.440495,0,0,0.440561,11.7681,13.5826,0.00560903,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,292,0.460496,0,0,0.460575,11.7681,13.5826,0.00560903,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,312,0.480498,0,0,0.480564,11.7537,13.5779,0.00569986,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,333,0.500735,0,0,0.500819,11.7537,13.5779,0.00569986,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,352,0.520495,0,0,0.520557,11.7537,13.5779,0.00569986,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,372,0.540499,0,0,0.540597,11.7424,13.5849,0.00566826,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,392,0.560498,0,0,0.560566,11.7424,13.5849,0.00566826,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,413,0.580512,0,0,0.580594,11.7213,13.5965,0.00573306,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,432,0.600495,0,0,0.60056,11.7213,13.5965,0.00573306,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,452,0.620503,0,0,0.620596,11.7276,13.5958,0.00579627,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,472,0.640496,0,0,0.640563,11.7261,13.593,0.00578305,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,492,0.660505,0,0,0.660611,11.7245,13.597,0.00580679,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,512,0.680495,0,0,0.680557,11.7245,13.597,0.00580679,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,533,0.700943,0,0,0.701028,11.6728,13.548,0.00535804,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,552,0.720495,0,0,0.720569,11.6728,13.548,0.00535804,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,572,0.740499,0,0,0.74062,11.6875,13.5715,0.00546328,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,592,0.760494,0,0,0.76056,11.6875,13.5715,0.00546328,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,614,0.78213,0,0,0.782235,11.702,13.5723,0.00552165,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,632,0.800496,0,0,0.800561,11.702,13.5723,0.00552165,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,652,0.820503,0,0,0.820593,11.702,13.5723,0.00552165,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,672,0.840508,0,0,0.840593,11.7184,13.5794,0.0055944,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,693,0.860503,0,0,0.860633,11.7184,13.5794,0.0055944,0,0.0572958,175.841,0,0,0,1.39066e-309
2023,12,08,12,01,47,713,0.880509,0,0,0.880642,11.7331,13.5969,0.00562061,0,0.0572958,175.841,0,0,0,1.39066e-309
