Year,Month,Day,Hour,Minute,Second,Millisecond,taskTime,state,pos.x,pos.y,pos.z,eulerAngle.x,eulerAngle.y,eulerAngle.z,trackTime,desiredPoint.x,desiredPoint.y,desiredPoint.z
2023,09,26,14,18,06,871,7.15256e-06,0,-1.34572,-1.56723,1.02886,-0.00966843,0.0229605,2.55244,1.39067e-309,0,0,0
2023,09,26,14,18,06,871,0.000339746,0,-1.34572,-1.56723,1.02886,-0.00966843,0.0229605,2.55244,1.39067e-309,0,0,0
2023,09,26,14,18,06,891,0.020402,0,-1.34572,-1.56723,1.02886,-0.00966843,0.0229605,2.55244,1.39067e-309,0,0,0
2023,09,26,14,18,06,911,0.0404065,0,-1.34399,-1.55358,1.04628,-0.0112405,0.0211729,2.55181,1.39067e-309,0,0,0
2023,09,26,14,18,06,931,0.0604031,0,-1.34399,-1.55358,1.04628,-0.0123348,0.0187651,2.55121,1.39067e-309,0,0,0
2023,09,26,14,18,06,951,0.0804183,0,-1.34679,-1.55048,1.07924,-0.0132701,0.0157292,2.55045,1.39067e-309,0,0,0
2023,09,26,14,18,06,971,0.100404,0,-1.34679,-1.55048,1.07924,-0.0140426,0.0127358,2.54995,1.39067e-309,0,0,0
2023,09,26,14,18,06,991,0.120406,0,-1.36105,-1.55315,1.11472,-0.0153829,0.00935932,2.54952,1.39067e-309,0,0,0
2023,09,26,14,18,07,011,0.140404,0,-1.36105,-1.55315,1.11472,-0.0185182,0.00431599,2.54955,1.39067e-309,0,0,0
2023,09,26,14,18,07,031,0.160401,0,-1.35651,-1.55081,1.16342,-0.0229408,-0.00122272,2.54974,1.39067e-309,0,0,0
2023,09,26,14,18,07,051,0.18041,0,-1.35651,-1.55081,1.16342,-0.0274945,-0.00657966,2.55003,1.39067e-309,0,0,0
2023,09,26,14,18,07,071,0.200448,0,-1.36513,-1.53987,1.19216,-0.0310885,-0.0108068,2.55013,1.39067e-309,0,0,0
2023,09,26,14,18,07,091,0.220399,0,-1.36053,-1.54278,1.20578,-0.0341607,-0.0136864,2.55008,1.39067e-309,0,0,0
2023,09,26,14,18,07,111,0.2404,0,-1.37047,-1.54208,1.2179,-0.0368927,-0.0161382,2.55013,1.39067e-309,0,0,0
2023,09,26,14,18,07,131,0.260403,0,-1.37047,-1.54208,1.2179,-0.0384931,-0.0174547,2.55028,1.39067e-309,0,0,0
2023,09,26,14,18,07,152,0.280458,0,-1.37778,-1.53791,1.23872,-0.0370063,-0.0174334,2.55045,1.39067e-309,0,0,0
2023,09,26,14,18,07,171,0.300404,0,-1.37778,-1.53791,1.23872,-0.0340266,-0.0162463,2.55042,1.39067e-309,0,0,0
2023,09,26,14,18,07,191,0.320404,0,-1.37778,-1.53791,1.23872,-0.0311151,-0.0149979,2.54998,1.39067e-309,0,0,0
2023,09,26,14,18,07,211,0.340401,0,-1.39268,-1.51289,1.25214,-0.0292134,-0.0139887,2.54997,1.39067e-309,0,0,0
2023,09,26,14,18,07,232,0.360404,0,-1.39268,-1.51289,1.25214,-0.0283528,-0.0132212,2.5504,1.39067e-309,0,0,0
2023,09,26,14,18,07,256,0.383074,0,-1.40241,-1.50133,1.26108,-0.0275416,-0.0123381,2.55102,1.39067e-309,0,0,0
2023,09,26,14,18,07,271,0.400401,0,-1.40241,-1.50133,1.26108,-0.0263538,-0.0111704,2.55154,1.39067e-309,0,0,0
2023,09,26,14,18,07,291,0.420401,0,-1.39995,-1.49991,1.2704,-0.0249489,-0.00969862,2.55167,1.39067e-309,0,0,0
2023,09,26,14,18,07,311,0.440411,0,-1.39995,-1.49991,1.2704,-0.0232,-0.00803784,2.55196,1.39067e-309,0,0,0
2023,09,26,14,18,07,331,0.460407,0,-1.39588,-1.48065,1.28062,-0.0216707,-0.00650901,2.55261,1.39067e-309,0,0,0
2023,09,26,14,18,07,352,0.480403,0,-1.39588,-1.48065,1.28062,-0.0204103,-0.00496533,2.55349,1.39067e-309,0,0,0
2023,09,26,14,18,07,372,0.500466,0,-1.39905,-1.47724,1.28684,-0.0188217,-0.00278188,2.55441,1.39067e-309,0,0,0
2023,09,26,14,18,07,391,0.520407,0,-1.39926,-1.47412,1.29024,-0.0166763,-0.000358638,2.55504,1.39067e-309,0,0,0
2023,09,26,14,18,07,411,0.540401,0,-1.38959,-1.46242,1.29318,-0.0151343,0.00103108,2.55518,1.39067e-309,0,0,0
2023,09,26,14,18,07,431,0.5604,0,-1.38959,-1.46242,1.29318,-0.0114086,0.00444318,2.55682,1.39067e-309,0,0,0
2023,09,26,14,18,07,451,0.580411,0,-1.38576,-1.47126,1.29866,-0.00973256,0.00672541,2.558,1.39067e-309,0,0,0
2023,09,26,14,18,07,472,0.600409,0,-1.38576,-1.47126,1.29866,-0.0083974,0.00915382,2.5591,1.39067e-309,0,0,0
2023,09,26,14,18,07,491,0.620402,0,-1.38576,-1.47126,1.29866,-0.00756463,0.0111787,2.56043,1.39067e-309,0,0,0
2023,09,26,14,18,07,511,0.640402,0,-1.39098,-1.47517,1.30766,-0.00709367,0.0132036,2.56179,1.39067e-309,0,0,0
