Year,Month,Day,Hour,Minute,Second,Millisecond,taskTime,state,stateNumber,stateTime,posENU.x,posENU.y,posENU.z,rpyDeg.x,rpyDeg.y,rpyDeg.z,desiredPoint.x,desiredPoint.y,desiredPoint.z,desiredYawDeg
2023,12,12,16,44,01,175,1.64509e-05,0,0,9.34601e-05,-2.78964,-4.96841,-0.803478,-0.0572958,1.20321,325.268,0,0,0,1.39066e-309
2023,12,12,16,44,01,176,0.000687122,0,0,0.000751734,-2.38236,-5.01876,-0.885822,-0.114592,1.20321,325.211,0,0,0,1.39066e-309
2023,12,12,16,44,01,196,0.0207703,0,0,0.0209272,-2.38236,-5.01876,-0.885822,-0.114592,1.20321,325.211,0,0,0,1.39066e-309
2023,12,12,16,44,01,216,0.0407555,0,0,0.0408602,-2.38133,-5.01728,-0.888386,-0.114592,1.20321,325.268,0,0,0,1.39066e-309
2023,12,12,16,44,01,236,0.0607543,0,0,0.0608459,-2.38131,-5.0171,-0.885834,-0.114592,1.20321,325.211,0,0,0,1.39066e-309
2023,12,12,16,44,01,256,0.0807555,0,0,0.0808611,-2.38131,-5.0171,-0.885834,-0.114592,1.20321,325.211,0,0,0,1.39066e-309
2023,12,12,16,44,01,276,0.100756,0,0,0.100847,-2.38131,-5.0171,-0.885834,-0.114592,1.20321,325.211,0,0,0,1.39066e-309
2023,12,12,16,44,01,296,0.120758,0,0,0.120835,-2.38131,-5.0171,-0.885834,-0.114592,1.20321,325.211,0,0,0,1.39066e-309
2023,12,12,16,44,01,316,0.140757,0,0,0.140877,-2.38129,-5.017,-0.885839,-0.114592,1.20321,325.211,0,0,0,1.39066e-309
2023,12,12,16,44,01,336,0.160752,0,0,0.160814,-2.3839,-5.01484,-0.888903,-0.114592,1.20321,325.268,0,0,0,1.39066e-309
2023,12,12,16,44,01,356,0.180753,0,0,0.180844,-2.3839,-5.01447,-0.886368,-0.114592,1.20321,325.268,0,0,0,1.39066e-309
2023,12,12,16,44,01,376,0.200753,0,0,0.200814,-2.3839,-5.01409,-0.885605,-0.114592,1.20321,325.268,0,0,0,1.39066e-309
2023,12,12,16,44,01,397,0.220757,0,0,0.221242,-2.3839,-5.01371,-0.883955,-0.114592,1.20321,325.268,0,0,0,1.39066e-309
2023,12,12,16,44,01,416,0.240749,0,0,0.240841,-2.3839,-5.01332,-0.883199,-0.114592,1.20321,325.268,0,0,0,1.39066e-309
2023,12,12,16,44,01,436,0.260755,0,0,0.260837,-2.3841,-5.01086,-0.886691,-0.114592,1.20321,325.268,0,0,0,1.39066e-309
2023,12,12,16,44,01,456,0.280751,0,0,0.280816,-2.38411,-5.01045,-0.885928,-0.114592,1.20321,325.268,0,0,0,1.39066e-309
2023,12,12,16,44,01,476,0.300755,0,0,0.300852,-2.38412,-5.00982,-0.886058,-0.114592,1.20321,325.268,0,0,0,1.39066e-309
2023,12,12,16,44,01,496,0.320756,0,0,0.320824,-2.38413,-5.0094,-0.886181,-0.114592,1.20321,325.268,0,0,0,1.39066e-309
2023,12,12,16,44,01,518,0.342679,0,0,0.342752,-2.38437,-5.01185,-0.890539,-0.114592,1.20321,325.268,0,0,0,1.39066e-309
2023,12,12,16,44,01,536,0.36076,0,0,0.360908,-2.38439,-5.0113,-0.888966,-0.114592,1.20321,325.268,0,0,0,1.39066e-309
2023,12,12,16,44,01,557,0.38077,0,0,0.381072,-2.3844,-5.01111,-0.888983,-0.114592,1.20321,325.268,0,0,0,1.39066e-309
2023,12,12,16,44,01,576,0.400761,0,0,0.400903,-2.38441,-5.01073,-0.886429,-0.114592,1.20321,325.268,0,0,0,1.39066e-309
2023,12,12,16,44,01,596,0.420771,0,0,0.420943,-2.38443,-5.01035,-0.885663,-0.114592,1.20321,325.268,0,0,0,1.39066e-309
2023,12,12,16,44,01,616,0.440767,0,0,0.440908,-2.38612,-5.01075,-0.88817,-0.114592,1.20321,325.268,0,0,0,1.39066e-309
2023,12,12,16,44,01,636,0.46077,0,0,0.460959,-2.38616,-5.0104,-0.887406,-0.114592,1.20321,325.268,0,0,0,1.39066e-309
2023,12,12,16,44,01,656,0.480759,0,0,0.48094,-2.38619,-5.01004,-0.886643,-0.114592,1.20321,325.268,0,0,0,1.39066e-309
2023,12,12,16,44,01,676,0.500765,0,0,0.500897,-2.38623,-5.00969,-0.888547,-0.114592,1.20321,325.268,0,0,0,1.39066e-309
