Year,Month,Day,Hour,Minute,Second,Millisecond,taskTime,state,pos.x,pos.y,pos.z,eulerAngle.x,eulerAngle.y,eulerAngle.z,trackTime,desiredPoint.x,desiredPoint.y,desiredPoint.z
2023,10,03,15,24,31,077,1.07288e-05,0,-1.6442,-1.50883,1.06814,-0.0144655,-0.0188595,2.59782,1.39067e-309,0,0,0
2023,10,03,15,24,31,078,0.000809908,0,-1.6442,-1.50883,1.06814,-0.0144655,-0.0188595,2.59782,1.39067e-309,0,0,0
2023,10,03,15,24,31,098,0.0209191,0,-1.6442,-1.50883,1.06814,-0.0144655,-0.0188595,2.59782,1.39067e-309,0,0,0
2023,10,03,15,24,31,118,0.0409412,0,-1.6442,-1.50883,1.06814,-0.0160787,-0.018879,2.59762,1.39067e-309,0,0,0
2023,10,03,15,24,31,138,0.0609589,0,-1.64102,-1.50027,1.08264,-0.0173483,-0.0178802,2.59818,1.39067e-309,0,0,0
2023,10,03,15,24,31,158,0.0808699,0,-1.64102,-1.50027,1.08264,-0.0180534,-0.0161798,2.59744,1.39067e-309,0,0,0
2023,10,03,15,24,31,178,0.100869,0,-1.64071,-1.50184,1.12408,-0.0188056,-0.0143017,2.59745,1.39067e-309,0,0,0
2023,10,03,15,24,31,198,0.120882,0,-1.64071,-1.50184,1.12408,-0.0192414,-0.0123663,2.59706,1.39067e-309,0,0,0
2023,10,03,15,24,31,218,0.140871,0,-1.64071,-1.50184,1.12408,-0.0192792,-0.0103801,2.59654,1.39067e-309,0,0,0
2023,10,03,15,24,31,239,0.160946,0,-1.63416,-1.48641,1.17194,-0.0188208,-0.00866291,2.59608,1.39067e-309,0,0,0
2023,10,03,15,24,31,258,0.180939,0,-1.63665,-1.49162,1.18528,-0.0182759,-0.00685686,2.59568,1.39067e-309,0,0,0
2023,10,03,15,24,31,278,0.200876,0,-1.63665,-1.49162,1.18528,-0.0181713,-0.00564412,2.59506,1.39067e-309,0,0,0
2023,10,03,15,24,31,299,0.221047,0,-1.64512,-1.48077,1.2062,-0.0186737,-0.00403874,2.59472,1.39067e-309,0,0,0
2023,10,03,15,24,31,318,0.240893,0,-1.64512,-1.48077,1.2062,-0.0194922,-0.00217843,2.59422,1.39067e-309,0,0,0
2023,10,03,15,24,31,338,0.26088,0,-1.64512,-1.48077,1.2062,-0.0205356,-0.000873217,2.59361,1.39067e-309,0,0,0
2023,10,03,15,24,31,358,0.280877,0,-1.65053,-1.47605,1.22644,-0.0202841,0.000550987,2.59305,1.39067e-309,0,0,0
2023,10,03,15,24,31,378,0.300876,0,-1.65053,-1.47605,1.22644,-0.0187165,0.00130417,2.59225,1.39067e-309,0,0,0
2023,10,03,15,24,31,398,0.320885,0,-1.65339,-1.47391,1.2408,-0.0170697,0.00201471,2.59135,1.39067e-309,0,0,0
2023,10,03,15,24,31,418,0.340874,0,-1.65339,-1.47391,1.2408,-0.0167367,0.00260664,2.59095,1.39067e-309,0,0,0
2023,10,03,15,24,31,439,0.360877,0,-1.64785,-1.48421,1.25254,-0.0179313,0.00264269,2.59037,1.39067e-309,0,0,0
2023,10,03,15,24,31,458,0.38087,0,-1.64785,-1.48421,1.25254,-0.0195208,0.00287015,2.59053,1.39067e-309,0,0,0
2023,10,03,15,24,31,481,0.400992,0,-1.64004,-1.47213,1.2631,-0.0206363,0.00268231,2.59012,1.39067e-309,0,0,0
2023,10,03,15,24,31,499,0.420872,0,-1.64004,-1.47213,1.2631,-0.0222144,0.00237787,2.58893,1.39067e-309,0,0,0
2023,10,03,15,24,31,519,0.440941,0,-1.64004,-1.47213,1.2631,-0.0227894,0.00218511,2.58881,1.39067e-309,0,0,0
