Year,Month,Day,Hour,Minute,Second,Millisecond,taskTime,state,pos.x,pos.y,pos.z,eulerAngle.x,eulerAngle.y,eulerAngle.z,trackTime,desiredPoint.x,desiredPoint.y,desiredPoint.z
2023,09,21,11,34,16,158,1.38283e-05,0,-1.68439,-1.2819,1.05884,-0.0383132,0.000917686,2.86171,1.39067e-309,0,0,0
2023,09,21,11,34,16,159,0.000398159,0,-1.68439,-1.2819,1.05884,-0.0383132,0.000917686,2.86171,1.39067e-309,0,0,0
2023,09,21,11,34,16,179,0.0205362,0,-1.68439,-1.2819,1.05884,-0.0383132,0.000917686,2.86171,1.39067e-309,0,0,0
2023,09,21,11,34,16,199,0.0404875,0,-1.68002,-1.27106,1.0733,-0.0368798,-9.27293e-05,2.86158,1.39067e-309,0,0,0
2023,09,21,11,34,16,219,0.0604665,0,-1.68002,-1.27106,1.0733,-0.0353765,-0.00138942,2.8614,1.39067e-309,0,0,0
2023,09,21,11,34,16,239,0.0806816,0,-1.69122,-1.25831,1.11796,-0.0341306,-0.00293575,2.86116,1.39067e-309,0,0,0
2023,09,21,11,34,16,260,0.100466,0,-1.69122,-1.25831,1.11796,-0.0330641,-0.00437267,2.86083,1.39067e-309,0,0,0
2023,09,21,11,34,16,279,0.120468,0,-1.69122,-1.25831,1.11796,-0.0302845,-0.00573155,2.86074,1.39067e-309,0,0,0
2023,09,21,11,34,16,299,0.14064,0,-1.69405,-1.2573,1.14982,-0.0254767,-0.00736297,2.8608,1.39067e-309,0,0,0
2023,09,21,11,34,16,319,0.160462,0,-1.6952,-1.26512,1.1789,-0.0199052,-0.00896621,2.86082,1.39067e-309,0,0,0
2023,09,21,11,34,16,339,0.180466,0,-1.6952,-1.26512,1.1789,-0.0154983,-0.0105115,2.861,1.39067e-309,0,0,0
2023,09,21,11,34,16,359,0.200466,0,-1.6812,-1.26711,1.20456,-0.0129799,-0.0116392,2.86173,1.39067e-309,0,0,0
2023,09,21,11,34,16,379,0.220463,0,-1.6812,-1.26711,1.20456,-0.0116179,-0.0126049,2.86266,1.39067e-309,0,0,0
2023,09,21,11,34,16,399,0.24046,0,-1.6878,-1.28056,1.22428,-0.010631,-0.0133928,2.86354,1.39067e-309,0,0,0
2023,09,21,11,34,16,419,0.260484,0,-1.6878,-1.28056,1.22428,-0.0103175,-0.0137176,2.86408,1.39067e-309,0,0,0
2023,09,21,11,34,16,439,0.280465,0,-1.6878,-1.28056,1.22428,-0.0103618,-0.0134878,2.86453,1.39067e-309,0,0,0
2023,09,21,11,34,16,459,0.300471,0,-1.69244,-1.28922,1.23246,-0.0102677,-0.0125375,2.86504,1.39067e-309,0,0,0
2023,09,21,11,34,16,479,0.320461,0,-1.69244,-1.28922,1.23246,-0.010446,-0.0114481,2.86542,1.39067e-309,0,0,0
2023,09,21,11,34,16,499,0.340637,0,-1.68998,-1.28763,1.2521,-0.0108906,-0.0106389,2.86583,1.39067e-309,0,0,0
2023,09,21,11,34,16,519,0.360494,0,-1.68998,-1.28763,1.2521,-0.0114756,-0.0101015,2.86645,1.39067e-309,0,0,0
2023,09,21,11,34,16,540,0.380478,0,-1.6938,-1.27771,1.26004,-0.0121635,-0.00962813,2.867,1.39067e-309,0,0,0
2023,09,21,11,34,16,559,0.400462,0,-1.70017,-1.27602,1.26776,-0.0126342,-0.00903038,2.86727,1.39067e-309,0,0,0
2023,09,21,11,34,16,588,0.42622,0,-1.69679,-1.27742,1.27032,-0.0130556,-0.00877181,2.86735,1.39067e-309,0,0,0
2023,09,21,11,34,16,599,0.440458,0,-1.69679,-1.27742,1.27032,-0.013626,-0.00866037,2.86788,1.39067e-309,0,0,0
2023,09,21,11,34,16,621,0.460501,0,-1.70183,-1.2849,1.2749,-0.0141667,-0.00840763,2.86855,1.39067e-309,0,0,0
2023,09,21,11,34,16,639,0.480424,0,-1.70183,-1.2849,1.2749,-0.0150221,-0.00763467,2.8684,1.39067e-309,0,0,0
2023,09,21,11,34,16,659,0.500468,0,-1.7061,-1.30668,1.28734,-0.0155278,-0.00753077,2.86848,1.39067e-309,0,0,0
2023,09,21,11,34,16,679,0.520461,0,-1.7061,-1.30668,1.28734,-0.0163026,-0.00752661,2.86847,1.39067e-309,0,0,0
2023,09,21,11,34,16,700,0.541161,0,-1.71379,-1.30932,1.2894,-0.0173563,-0.00718613,2.86892,1.39067e-309,0,0,0
2023,09,21,11,34,16,719,0.560534,0,-1.71397,-1.3152,1.29184,-0.0187572,-0.00690357,2.86914,1.39067e-309,0,0,0
2023,09,21,11,34,16,739,0.58053,0,-1.712,-1.30999,1.30208,-0.0202221,-0.00657452,2.86909,1.39067e-309,0,0,0
2023,09,21,11,34,16,759,0.600465,0,-1.712,-1.30999,1.30208,-0.0207629,-0.00622083,2.86923,1.39067e-309,0,0,0
2023,09,21,11,34,16,780,0.620531,0,-1.70719,-1.31684,1.30208,-0.0228509,-0.00491736,2.8688,1.39067e-309,0,0,0
2023,09,21,11,34,16,799,0.640466,0,-1.70719,-1.31684,1.30208,-0.0235781,-0.00472022,2.86918,1.39067e-309,0,0,0
2023,09,21,11,34,16,820,0.660464,0,-1.70548,-1.28507,1.31086,-0.0248059,-0.0040432,2.86856,1.39067e-309,0,0,0
2023,09,21,11,34,16,839,0.680464,0,-1.70548,-1.28507,1.31086,-0.0260852,-0.00313269,2.86835,1.39067e-309,0,0,0
2023,09,21,11,34,16,859,0.700502,0,-1.70548,-1.28507,1.31086,-0.0274127,-0.00200427,2.86873,1.39067e-309,0,0,0
2023,09,21,11,34,16,881,0.721504,0,-1.70228,-1.27693,1.33058,-0.0290276,-0.000780678,2.8678,1.39067e-309,0,0,0
2023,09,21,11,34,16,899,0.740473,0,-1.69887,-1.27452,1.33988,-0.029857,-2.30246e-05,2.86795,1.39067e-309,0,0,0
2023,09,21,11,34,16,920,0.760477,0,-1.69887,-1.27452,1.33988,-0.0301911,0.000383816,2.86765,1.39067e-309,0,0,0
2023,09,21,11,34,16,939,0.780535,0,-1.70146,-1.28686,1.35638,-0.0303321,0.00122662,2.86728,1.39067e-309,0,0,0
2023,09,21,11,34,16,959,0.800472,0,-1.70146,-1.28686,1.35638,-0.0300787,0.0021905,2.86713,1.39067e-309,0,0,0
2023,09,21,11,34,16,979,0.820541,0,-1.69543,-1.2724,1.3755,-0.0297349,0.0029307,2.86709,1.39067e-309,0,0,0
2023,09,21,11,34,16,999,0.840473,0,-1.69543,-1.2724,1.3755,-0.0294299,0.00349877,2.86697,1.39067e-309,0,0,0
2023,09,21,11,34,17,024,0.865246,0,-1.69543,-1.2724,1.3755,-0.0294041,0.00424676,2.86681,1.39067e-309,0,0,0
2023,09,21,11,34,17,039,0.880463,0,-1.70422,-1.26522,1.3945,-0.0295176,0.00469732,2.86672,1.39067e-309,0,0,0
2023,09,21,11,34,17,060,0.900469,0,-1.70422,-1.26522,1.3945,-0.0292101,0.00507399,2.86639,1.39067e-309,0,0,0
2023,09,21,11,34,17,079,0.920461,0,-1.71091,-1.27215,1.4178,-0.028646,0.00563589,2.86579,1.39067e-309,0,0,0
2023,09,21,11,34,17,099,0.94047,0,-1.71091,-1.27215,1.4178,-0.0279513,0.00604896,2.86557,1.39067e-309,0,0,0
2023,09,21,11,34,17,119,0.960458,0,-1.73235,-1.24829,1.46106,-0.027328,0.00624084,2.86567,1.39067e-309,0,0,0
2023,09,21,11,34,17,139,0.980463,0,-1.73235,-1.24829,1.46106,-0.026623,0.00644685,2.86559,1.39067e-309,0,0,0
2023,09,21,11,34,17,160,1.00047,0,-1.72479,-1.25537,1.48928,-0.0258851,0.00654575,2.86496,1.39067e-309,0,0,0
2023,09,21,11,34,17,179,1.02055,0,-1.72587,-1.24518,1.5062,-0.0249691,0.00637137,2.86426,1.39067e-309,0,0,0
2023,09,21,11,34,17,199,1.04046,0,-1.72887,-1.24814,1.5215,-0.0238609,0.00635081,2.86402,1.39067e-309,0,0,0
