Year,Month,Day,Hour,Minute,Second,Millisecond,taskTime,state,stateNumber,stateTime,posENU.x,posENU.y,posENU.z,rpyDeg.x,rpyDeg.y,rpyDeg.z,desiredPoint.x,desiredPoint.y,desiredPoint.z,desiredYawDeg
2023,12,12,16,31,26,876,1.74046e-05,0,0,0.000138998,2.44241,-0.223998,-1.20199,-0.744845,1.20321,311.059,0,0,0,1.39066e-309
2023,12,12,16,31,26,877,0.000799894,0,0,0.000912189,2.4719,-0.494709,-1.09687,-0.802141,1.08862,310.887,0,0,0,1.39066e-309
2023,12,12,16,31,26,897,0.0208886,0,0,0.0210528,2.4719,-0.494709,-1.09687,-0.802141,1.08862,310.887,0,0,0,1.39066e-309
2023,12,12,16,31,26,917,0.040875,0,0,0.0410032,2.47171,-0.494834,-1.09645,-0.802141,1.08862,310.887,0,0,0,1.39066e-309
2023,12,12,16,31,26,938,0.0616882,0,0,0.0618408,2.47161,-0.494898,-1.09686,-0.802141,1.08862,310.887,0,0,0,1.39066e-309
2023,12,12,16,31,26,957,0.0808783,0,0,0.0810046,2.47349,-0.48964,0.00171554,-0.802141,1.08862,310.887,0,0,0,1.39066e-309
2023,12,12,16,31,26,977,0.100891,0,0,0.101021,2.47331,-0.489701,0.00246602,-0.802141,1.08862,310.887,0,0,0,1.39066e-309
2023,12,12,16,31,26,997,0.120877,0,0,0.121007,2.47313,-0.489764,0.0023312,-0.802141,1.08862,310.887,0,0,0,1.39066e-309
2023,12,12,16,31,27,019,0.142789,0,0,0.14302,2.47293,-0.489825,0.00308592,-0.802141,1.08862,310.887,0,0,0,1.39066e-309
2023,12,12,16,31,27,037,0.160865,0,0,0.160944,2.47394,-0.490678,0.0136123,-0.802141,1.08862,310.887,0,0,0,1.39066e-309
2023,12,12,16,31,27,057,0.180878,0,0,0.181033,2.47376,-0.490779,0.0143102,-0.802141,1.08862,310.887,0,0,0,1.39066e-309
