Year,Month,Day,Hour,Minute,Second,Millisecond,taskTime,state,stateNumber,posENU.x,posENU.y,posENU.z,rpyDeg.x,rpyDeg.y,rpyDeg.z,desiredPoint.x,desiredPoint.y,desiredPoint.z,desiredYawDeg
2023,11,30,11,43,45,079,1.66893e-05,0,0,-9.9433,1.49043,-0.000131431,0,1.20321,176.013,0,0,0,1.39066e-309
2023,11,30,11,43,45,079,0.000618219,0,0,-9.9464,1.48514,-0.000137754,-0.0572958,1.14592,175.898,0,0,0,1.39066e-309
2023,11,30,11,43,45,099,0.0206783,0,0,-9.9464,1.48514,-0.000137754,-0.0572958,1.14592,175.898,0,0,0,1.39066e-309
2023,11,30,11,43,45,119,0.040695,0,0,-9.94475,1.50241,-0.000134046,-0.0572958,1.14592,175.898,0,0,0,1.39066e-309
2023,11,30,11,43,45,139,0.0606785,0,0,-9.94756,1.49569,-0.000135176,-0.0572958,1.14592,175.898,0,0,0,1.39066e-309
2023,11,30,11,43,45,159,0.0806935,0,0,-9.94883,1.48329,-0.000135208,-0.0572958,1.14592,175.898,0,0,0,1.39066e-309
2023,11,30,11,43,45,179,0.10068,0,0,-9.94883,1.48329,-0.000135208,-0.0572958,1.14592,175.898,0,0,0,1.39066e-309
2023,11,30,11,43,45,199,0.120679,0,0,-9.94919,1.47538,-0.000135401,-0.0572958,1.14592,175.898,0,0,0,1.39066e-309
2023,11,30,11,43,45,219,0.14068,0,0,-9.94919,1.47538,-0.000135401,-0.0572958,1.14592,175.898,0,0,0,1.39066e-309
2023,11,30,11,43,45,239,0.160681,0,0,-9.94841,1.48656,-0.000133436,-0.0572958,1.14592,175.898,0,0,0,1.39066e-309
2023,11,30,11,43,45,260,0.180698,0,0,-9.94841,1.48656,-0.000133436,-0.0572958,1.14592,175.898,0,0,0,1.39066e-309
2023,11,30,11,43,45,279,0.2007,0,0,-9.94841,1.48656,-0.000133436,-0.0572958,1.14592,175.898,0,0,0,1.39066e-309
2023,11,30,11,43,45,299,0.220707,0,0,-9.93356,1.53152,-0.000122469,-0.0572958,1.14592,175.898,0,0,0,1.39066e-309
2023,11,30,11,43,45,320,0.240692,0,0,-9.93356,1.53152,-0.000122469,-0.0572958,1.14592,175.898,0,0,0,1.39066e-309
2023,11,30,11,43,45,339,0.260692,0,0,-9.95454,1.56927,-0.00012611,-0.0572958,1.14592,175.898,0,0,0,1.39066e-309
2023,11,30,11,43,45,359,0.280685,0,0,-9.95454,1.56927,-0.00012611,-0.0572958,1.14592,175.898,0,0,0,1.39066e-309
2023,11,30,11,43,45,379,0.300694,0,0,-9.94806,1.55415,-0.000127259,-0.0572958,1.14592,175.898,0,0,0,1.39066e-309
2023,11,30,11,43,45,399,0.320681,0,0,-9.94806,1.55415,-0.000127259,-0.0572958,1.14592,175.898,0,0,0,1.39066e-309
2023,11,30,11,43,45,419,0.340688,0,0,-9.94858,1.54424,-0.000131051,-0.0572958,1.14592,175.898,0,0,0,1.39066e-309
2023,11,30,11,43,45,439,0.360682,0,0,-9.94328,1.53993,-0.000130111,-0.0572958,1.14592,175.898,0,0,0,1.39066e-309
2023,11,30,11,43,45,459,0.380684,0,0,-9.94357,1.53123,-0.00013192,-0.0572958,1.14592,175.898,0,0,0,1.39066e-309
2023,11,30,11,43,45,479,0.400688,0,0,-9.94357,1.53123,-0.00013192,-0.0572958,1.14592,175.898,0,0,0,1.39066e-309
2023,11,30,11,43,45,499,0.420686,0,0,-9.93976,1.52349,-0.00013184,-0.0572958,1.14592,175.898,0,0,0,1.39066e-309
2023,11,30,11,43,45,519,0.440679,0,0,-9.93976,1.52349,-0.00013184,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,45,539,0.460701,0,0,-9.93976,1.52349,-0.00013184,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,45,559,0.480684,0,0,-9.9441,1.54737,-0.00013288,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,45,579,0.500686,0,0,-9.9441,1.54737,-0.00013288,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,45,600,0.520728,0,0,-9.94236,1.5621,-0.000131613,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,45,619,0.540683,0,0,-9.94236,1.5621,-0.000131613,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,45,639,0.560685,0,0,-9.94683,1.54776,-0.000133053,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,45,659,0.580687,0,0,-9.95053,1.55374,-0.000135492,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,45,679,0.600695,0,0,-9.94813,1.55035,-0.000134197,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,45,699,0.620689,0,0,-9.94813,1.55035,-0.000134197,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,45,720,0.640705,0,0,-9.94487,1.5395,-0.000134357,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,45,739,0.660692,0,0,-9.94487,1.5395,-0.000134357,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,45,759,0.68069,0,0,-9.94585,1.51542,-0.000136344,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,45,779,0.700682,0,0,-9.94585,1.51542,-0.000136344,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,45,799,0.720688,0,0,-9.94585,1.51542,-0.000136344,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,45,819,0.740679,0,0,-9.94908,1.50044,-0.000135777,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,45,839,0.760675,0,0,-9.94908,1.50044,-0.000135777,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,45,859,0.780681,0,0,-9.95411,1.48886,-0.000134794,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,45,879,0.800685,0,0,-9.95411,1.48886,-0.000134794,-0.0572958,1.14592,176.013,0,0,0,1.39066e-309
2023,11,30,11,43,45,899,0.820683,0,0,-9.94958,1.46441,-0.000136784,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,45,919,0.840682,0,0,-9.94722,1.45125,-0.000137252,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,45,939,0.860681,0,0,-9.9451,1.45609,-0.000137785,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,45,959,0.880683,0,0,-9.9451,1.45609,-0.000137785,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,45,979,0.900691,0,0,-9.93319,1.46569,-0.000132965,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,45,999,0.920687,0,0,-9.93319,1.46569,-0.000132965,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,019,0.940693,0,0,-9.93319,1.46569,-0.000132965,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,039,0.960682,0,0,-9.92745,1.51551,-0.00012555,0,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,059,0.980688,0,0,-9.92745,1.51551,-0.00012555,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,079,1.00068,0,0,-9.90928,1.5745,-0.000111687,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,099,1.02068,0,0,-9.90928,1.5745,-0.000111687,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,119,1.04069,0,0,-9.92024,1.65726,-0.000117117,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,139,1.06068,0,0,-9.92024,1.65726,-0.000117117,0,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,159,1.08071,0,0,-9.93228,1.63739,-0.000125044,0,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,179,1.10068,0,0,-9.93494,1.63648,-0.000127307,0,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,199,1.12068,0,0,-9.9481,1.63373,-0.000131307,0,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,219,1.14068,0,0,-9.9481,1.63373,-0.000131307,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,239,1.16068,0,0,-9.95647,1.61527,-0.000137619,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,259,1.18068,0,0,-9.95647,1.61527,-0.000137619,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,279,1.20069,0,0,-9.95132,1.60914,-0.000139072,0,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,299,1.22069,0,0,-9.95132,1.60914,-0.000139072,0,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,319,1.24069,0,0,-9.95132,1.60914,-0.000139072,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,339,1.2607,0,0,-9.95346,1.59642,-0.000141177,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,359,1.28069,0,0,-9.95346,1.59642,-0.000141177,-0.0572958,1.08862,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,380,1.30069,0,0,-9.95453,1.54927,-0.000139227,-0.0572958,1.08862,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,399,1.32068,0,0,-9.95453,1.54927,-0.000139227,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,419,1.34069,0,0,-9.94468,1.53715,-0.000135984,-0.0572958,1.08862,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,439,1.36068,0,0,-9.94468,1.53715,-0.000135984,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,459,1.38069,0,0,-9.94121,1.5149,-0.000135003,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,479,1.40068,0,0,-9.9365,1.51145,-0.000131797,-0.0572958,1.08862,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,499,1.4207,0,0,-9.93776,1.51178,-0.000132912,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,519,1.44069,0,0,-9.93776,1.51178,-0.000132912,0,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,539,1.46069,0,0,-9.94522,1.50859,-0.00013458,-0.0572958,1.08862,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,559,1.48068,0,0,-9.94522,1.50859,-0.00013458,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,579,1.50068,0,0,-9.94167,1.52019,-0.000134852,0,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,599,1.52069,0,0,-9.94167,1.52019,-0.000134852,-0.0572958,1.08862,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,619,1.54068,0,0,-9.94939,1.52279,-0.00013466,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,639,1.56068,0,0,-9.95235,1.52297,-0.000135978,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,659,1.58068,0,0,-9.95453,1.52632,-0.000135865,0,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,679,1.60069,0,0,-9.95453,1.52632,-0.000135865,-0.0572958,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,699,1.62068,0,0,-9.95439,1.51505,-0.000138043,-0.0572958,1.08862,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,719,1.64068,0,0,-9.95439,1.51505,-0.000138043,0,1.14592,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,739,1.66069,0,0,-9.95223,1.50926,-0.000136243,-0.0572958,1.08862,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,759,1.68069,0,0,-9.95223,1.50926,-0.000136243,0,1.08862,176.013,0,0,0,1.39066e-309
2023,11,30,11,43,46,779,1.7007,0,0,-9.95223,1.50926,-0.000136243,-0.0572958,1.08862,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,799,1.72068,0,0,-9.94786,1.49202,-0.000135911,0,1.08862,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,819,1.74069,0,0,-9.94786,1.49202,-0.000135911,0,1.08862,175.955,0,0,0,1.39066e-309
2023,11,30,11,43,46,839,1.76068,0,0,-9.94528,1.4951,-0.000136604,0,1.08862,175.955,0,0,0,1.39066e-309
