Year,Month,Day,Hour,Minute,Second,Millisecond,taskTime,state,stateNumber,stateTime,posENU.x,posENU.y,posENU.z,rpyDeg.x,rpyDeg.y,rpyDeg.z,desiredPoint.x,desiredPoint.y,desiredPoint.z,desiredYawDeg
2023,12,11,15,10,22,658,1.57356e-05,0,0,0.000102043,8.90118,18.1736,-5.4349e-05,0.343775,0.916733,171.544,0,0,0,1.39067e-309
2023,12,11,15,10,22,658,0.000707865,0,0,0.000784159,8.90959,18.2056,1.24068e-05,0.40107,1.03132,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,22,679,0.0207746,0,0,0.0209475,8.90959,18.2056,1.24068e-05,0.40107,1.03132,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,22,698,0.0407748,0,0,0.0408676,8.90709,18.1986,1.53343e-05,0.40107,1.03132,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,22,718,0.0607846,0,0,0.0608952,8.90709,18.1986,1.53343e-05,0.40107,1.03132,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,22,738,0.0807948,0,0,0.080946,8.90709,18.1986,1.53343e-05,0.40107,0.974028,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,22,758,0.10078,0,0,0.10088,8.9133,18.1919,5.2859e-05,0.40107,0.974028,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,22,778,0.120773,0,0,0.120867,8.9133,18.1919,5.2859e-05,0.40107,1.03132,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,22,798,0.140784,0,0,0.140908,8.91553,18.1911,5.19682e-05,0.40107,1.03132,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,22,818,0.16078,0,0,0.160879,8.91553,18.1911,5.19682e-05,0.40107,1.03132,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,22,838,0.180793,0,0,0.180949,8.91975,18.1834,5.52576e-05,0.40107,0.974028,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,22,858,0.200774,0,0,0.20087,8.91237,18.1841,4.24024e-05,0.40107,1.03132,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,22,878,0.220782,0,0,0.220928,8.91709,18.1838,5.05723e-05,0.40107,1.03132,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,22,898,0.240782,0,0,0.240922,8.91709,18.1838,5.05723e-05,0.40107,1.03132,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,22,918,0.260794,0,0,0.260957,8.91301,18.1829,2.58181e-05,0.40107,1.03132,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,22,938,0.280784,0,0,0.280904,8.91301,18.1829,2.58181e-05,0.40107,1.03132,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,22,958,0.3008,0,0,0.300921,8.91846,18.1797,5.50791e-05,0.40107,1.03132,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,22,978,0.320776,0,0,0.320908,8.91846,18.1797,5.50791e-05,0.40107,1.03132,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,22,998,0.340779,0,0,0.340914,8.91846,18.1797,5.50791e-05,0.40107,0.974028,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,23,018,0.360775,0,0,0.360852,8.91473,18.1917,6.60417e-05,0.40107,0.974028,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,23,038,0.380791,0,0,0.381004,8.91473,18.1917,6.60417e-05,0.40107,0.974028,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,23,058,0.400772,0,0,0.400832,8.92187,18.1887,0.000100173,0.40107,0.974028,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,23,078,0.420776,0,0,0.420877,8.91983,18.1908,8.74817e-05,0.40107,0.974028,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,23,098,0.440793,0,0,0.440923,8.91518,18.1951,9.42763e-05,0.40107,0.974028,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,23,119,0.460791,0,0,0.461056,8.91518,18.1951,9.42763e-05,0.40107,0.974028,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,23,138,0.480784,0,0,0.480957,8.9158,18.1916,7.77146e-05,0.40107,0.974028,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,23,158,0.500784,0,0,0.500964,8.9158,18.1916,7.77146e-05,0.40107,1.03132,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,23,178,0.520781,0,0,0.520896,8.91884,18.184,5.33838e-05,0.40107,0.974028,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,23,198,0.540775,0,0,0.5409,8.91884,18.184,5.33838e-05,0.40107,0.974028,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,23,218,0.560775,0,0,0.56088,8.92103,18.1668,5.1313e-05,0.40107,0.974028,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,23,238,0.580784,0,0,0.580894,8.92103,18.1668,5.1313e-05,0.40107,0.974028,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,23,258,0.600778,0,0,0.600898,8.92103,18.1668,5.1313e-05,0.40107,0.974028,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,23,278,0.620784,0,0,0.620927,8.92367,18.1679,6.86502e-05,0.40107,0.974028,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,23,298,0.640785,0,0,0.640955,8.92367,18.1679,6.86502e-05,0.40107,0.974028,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,23,318,0.660784,0,0,0.66093,8.9187,18.178,8.03393e-05,0.40107,0.974028,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,23,338,0.680776,0,0,0.6809,8.9187,18.178,8.03393e-05,0.40107,0.974028,171.83,0,0,0,1.39067e-309
2023,12,11,15,10,23,358,0.700778,0,0,0.700913,8.91851,18.189,8.24919e-05,0.343775,0.974028,171.83,0,0,0,1.39067e-309
